Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Monaco,MCO,,,,,,,,,,,293073868,327651488,402460333,523552815,563939671,711922994,735339912,811250927,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6581080163,6108770906,5350993377,6074506533
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099115,2552401920,2725736619,2098734592,2186505472,2896178859,3020611584,3204461568,3576966795,2560785663,2379018323,1317611863,768401666,925817090,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523359941,3414053251,4234894168,5623236707,4583834427,6200357070,8761426371
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279596,1159891560,1284504509,1707662608,2073255525,2257181943,2695897629,3668857104,4519731947,4141382328,4110821471,4495775882
Morocco,MAR,2037154692,2025693478,2379611070,2657252502,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,18820809836,15280300833,15423825336,13941571864,12751251348,12869611448,16994563068,18745983477,22198388384,22847197924,25820725668,27836559831,28450632467,26801064631,30351265892,32986182670,36638763639,33414747560,40021694631,39734023743,37020609825,37724674865,40416114690,49822651702,56948015336,59523857868,65637107776,75226318359,88882967742,90908402631,90802867575,100221001988
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,3526260657,3532145355,3615066121,3237772714,3372772211,4458235364,5243440332,2353864107,2093393515,2314103651,2512109505,2748955274,1968901450,2027650518,2162771442,2246791389,3241719399,3810025469,4324474017,4536278973,4310090792,4075049555,4201332885,4666197195,5697991242,6578515331,7095910828,8035635713,9891003405,9674035109,9209379184,12762040281
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2168627165,1950821649,1803252394,1928911229,1625456906,1355065230,1527331131,1934644161,2128466758,2169538573,2350307670,2492290811,2837643689,2846614325,3251944750,3503088568,3491458688,3635229894,3398703727,3385555873,3908598123,3546795054,3361241961,4931293712,6606970843,7261301443,7978676470,8811608767,8829927125,8859203056,11082302986,12510721241
Nepal,NPL,508334421,531959569,574091108,496948970,496098772,735267083,906811948,841974025,772230299,788641969,865975309,882765470,1024098810,972103604,1217953570,1575789286,1452789369,1382400000,1604162506,1851250005,1945916587,2275583317,2395425212,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9074425187,10277619342,12572606353,12900039159,16013938825,18884495628
Netherlands,NLD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,35352164120,41293859649,50674951936,66940722056,79171243545,93227605437,101713618936,118820149053,145330006111,166428649896,180770339171,152038329065,146800363126,142137286696,133307005495,133245090234,186059543083,226987597911,242610101461,239298555544,294871112187,303365157944,336214285714,327495253916,351190216733,418969256108,417980392157,386533770047,402648300378,411456424462,385074626866,400654138702,437807265199,538312641084,609889925686,638470626275,677691901433,782566743038,870811147325,796333367137,774657894737,836073611111
New Caledonia,NCL,,,,,,159594494,164206538,180036769,215507164,263108835,358815682,413634335,505892513,542294865,637400199,816647866,798310510,837616757,846007598,1047225130,1182457143,972563810,904619630,823832940,796018978,854823822,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,
New Zealand,NZL,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7840999385,9474061372,12666640987,13780632529,12699545335,13437154940,15230212314,18263102080,20412221106,22870183208,23980076488,23685986052,23833591082,21251303324,24195751652,29979793943,39502748641,44217132451,42996230710,44503568894,41820222974,40744409331,45827934439,54263384779,62795370404,68870620813,64924816050,55199814253,57698043178,51599748518,52872980328,65463945931,86737675644,102210381042,113079912606,109521647338,134015069779,130676803521,117376308375,141547603427,159705748838
Nicaragua,NIC,227223322,244144237,269283804,297324163,347119918,564290020,607140010,657140011,692859985,750000003,778569939,828569953,878570045,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013199987,1009455502,1488804124,1792800000,1756454281,3863185116,4140469999,4308351905,4389965591,4635267226,4855717872,5107329010,5323146568,5224213019,5322437648,5795568203,6322582497,6786294613,7446636655,8221678774,8061961615,8426613595,9316755540
Niger,NER,449612636,485877944,531837975,586406649,582927570,668494983,698954450,663289468,643062891,626471837,646858208,689130081,741437063,946390128,1026139959,1048695337,1064519802,1291461653,1774372352,2109284052,2508531310,2170905022,2017619909,1803104463,1461248898,1440587947,1904101969,2233017711,2280365526,2179575990,2480680484,2327993643,2344994702,1606581744,1563220458,1880797333,1987780224,1845597711,2076743693,2018190753,1798365123,1945323584,2170481509,2731417756,3052898739,3405135477,3645126126,4290510300,5369911346,5254406103,5410507420,6016960988
Nigeria,NGA,4196174380,4467287732,4909399025,5165590042,5552931029,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788077,59918536009,49763409962,34950458716,28182543199,28407930899,20210788382,23441334769,22847726915,23843508697,28472471051,27313352202,32710369046,21352759382,23663389441,28108826038,35299150000,36229368992,32143818182,34776040200,45983449595,47999667360,59116868251,67655840076,87845403963,112248324232,145428171553,165920723498,207115995735,168587267754,228637855747,243985812280
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12729703622,14476253915,17219726177,22341912657,26875823601,32565956877,35575735361,41069784916,46015298628,52547737999,63714366699,62867322938,61850635265,60779973686,61098572566,64257200019,77202861509,92447792208,100057081479,100770511985,117623688036,119657406408,128298978196,118168337069,124519241669,148919844677,160158299482,158223061046,151139149912,159045286696,168288531891,170922851074,191927027230,224880794328,260029106208,304060069849,340041912704,393479162082,453885460993,374757527038,417752649007,485803392857
Oman,OMN,44234654,45634493,56273199,59912759,61872522,63279972,67759970,107151837,188879842,239999800,256319786,301014924,366883549,483066990,1645917657,2096699074,2560220086,2741169985,2740301334,3733352667,5981760089,7259120022,7554719229,7932541574,8821443172,10005645467,7324167384,7811183252,8386215932,9372171727,11685045608,11341482539,12452275788,12493108041,12918855771,13802600905,15277763468,15837451381,14085373243,15710148340,19867880550,19949284975,20049414986,21542262852,24673602280,30905071771,36803641389,41901170689,60566970579,46866060196,57849155213,71781535039
Pakistan,PAK,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,109600000000,127500000000,143171182643,163891692022,161819031346,176477528502,210216197942
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,119863000,124656000,119455000,122728000,133560000,145428000,156614000,158635887,160279989,153212924,156131324,165517314
Panama,PAN,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,19793659790,23001600000,24080100000,26777100000,26778100000
Papua New Guinea,PNG,230496033,244832035,261184037,275968039,305312044,344159480,390973233,441706906,485160820,551237326,645537158,717716140,858802050,1299105286,1467346106,1356591219,1511856630,1640763164,1947947479,2293621894,2545982960,2498068351,2368584970,2562492487,2552526259,2423373084,2648033799,3143848336,3655979666,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459120,3927114457,4901584516,5598700444,6329292929,8010370370,7914594203,9480047959,12937183216
Paraguay,PRY,,,,,,443586495,465884924,492677770,517653163,556293624,594609493,664571449,769039669,995531760,1333476206,1511420619,1698960335,2092158781,2559857225,3416777874,4578785508,5781301411,5420588092,5603424508,4392449744,3162899921,3544259671,3732934092,3951333337,4363188572,5264595869,6248792635,6445510898,6874792180,6940688924,8065811598,8744408796,8872095650,7915133553,7292038449,7072077329,6445607186,5091765268,5552058706,6949269056,7473180619,9275971291,12221667363,16887484863,14296154905,18333172802,23836769722
Peru,PER,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,20661220078,24966849817,24817438679,19129866511,19845514734,18838400476,17977500454,23905267271,12375610634,20576647135,26294371425,34544482513,36084008139,34834667902,44909998632,53674086051,55876101187,59222879292,56751679594,51509515206,53290390318,53935760985,56772338815,61346725170,69725009965,79385073422,92303809836,107513306865,126887504564,126923020954,153617743344,176925341932
Philippines,PHL,6684685511,7257047654,4399815070,4875248020,5271360643,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283656,27502354652,32450398740,35646642136,37140164100,33212130822,31408478618,30734266463,29868363901,33195974365,37885485203,42575217415,44311595230,45417505303,52976363148,54368183871,64084543196,74119868203,82848194396,82344374414,72207022472,82995145599,81026294682,76261998624,81357657790,83908205719,91371236939,103065972408,122210719246,149359920006,173602533345,168333540386,199589447424,224770607242
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,71004758668,73890473474,63877404753,68823925668,82211436909,64549596206,83650183224,92295029651,93964209359,108405182432,139061765458,156684099254,157153835129,172901536514,167801749888,171276118424,190420870075,198179425151,216800888642,252768998589,303912247951,341669943594,425321502151,529400630915,430878337233,469781791045,514496456773
Portugal,PRT,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8000069694,9078855773,11089185259,14889256135,17278769929,19089508303,20061590258,21153518116,23174283933,26267665841,32457675863,31550693220,30120508850,26876268902,24881557290,26754077447,38229024650,47540156278,55595568641,59785756352,77663802715,88043207533,106156800912,93742304698,98358776510,116546238556,121154795945,115661406518,122858971505,126423822715,117299520914,120332080537,132285714286,161931941309,185397304328,191847858529,201790398436,231741573803,251925293881,234083821055,227196973684,237373611111
Puerto Rico,PRI,1691899776,1865099904,2088899712,2326999808,2570399744,2881999872,3169799936,3550000128,3986899968,4460700160,5034599936,5646700032,6328999936,7002299904,7684800000,8198400000,8968599552,9910899712,11164999680,12750000128,14436100096,15955699712,16764199936,17276600320,19162599424,20289200128,21969399808,23878000640,26178400256,28266799104,30603800576,32287000576,34630400000,36922500000,39690600000,42647331000,45340800000,48187000000,54086400000,57841000000,61701800000,69208424000,71623500000,74827400000,79209388000,82808500000,86157500000,88404546617,92605700000,95211400000,96260500000,
Qatar,QAT,,,,,,,,,,,301791312,387700072,510259929,793884363,2401403164,2512783991,3284301435,3617580064,4052000453,5633000409,7829094485,8661263504,7596703007,6467582126,6704395622,6153296280,5053021815,5446428538,6038186868,6487911901,7360439208,6883516285,7646153766,7156593446,7374450565,8137911748,9059340117,11297801802,10255494737,12393131511,17759889598,17538461033,19363735706,23533790531,31675273812,43040108650,60496701553,79546975729,115019776905,97583513671,127332413913,172981588421
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565160,40424526826,41450779109,38299106120,28846858763,25090303817,26361161948,30072623842,35477055618,35333677696,35285888482,42115494069,35592337083,37052636395,40180746112,45824529873,59507345651,75489440364,98913392473,122641508766,169282491900,204335225694,164345718690,164435979735,189775739205
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506500146308,516814258696,509381638906,460205414726,435060123491,395086555837,395528488656,391721392325,404926534140,270953116950,195905767669,259708496267,306602673980,345110438694,430347770733,591016690743,764000901161,989930542279,1299705764824,1660846387626,1222648134225,1487515608183,1857769676144
Rwanda,RWA,119000023,122000015,125000008,128000000,129999995,148799980,124525703,159560018,172200018,188700037,219900007,222952504,246457839,290746157,308458404,571863503,637753856,746650612,905709081,1109346136,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,753636371,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581286407,3111191406,3738146669,4711735377,5252677065,5624506157,6374877468
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,108006925,99668849,97298514,85156796,89947044,99540468,118518519,109494843,112058888,111908236,117883208,118613704,197000394,200357403,222670197,254361347,240113813,230621435,245617503,243336184,256677700,301905953,374507188,412220560,453082900,490916835,579223000,527620000,620290342,640876953
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853373880,773907642,815205233,879957210,1122981525,1317357835,1375416604,1469075398,1687653983,1899809580,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76709305,76460377,90713303,97994012,106764254,113808749,124184907,144259257,183464986,196473839,201037917,248286778
Saudi Arabia,SAU,,,,,,,,,4187777707,4485777636,5014444260,6797048700,9230601616,14441807079,44990986123,46528882433,63838242167,74028820450,80087657404,111720129710,164308171947,183939395924,152907357293,128859626987,119293133794,103897847414,86961925508,85695864946,88256073926,95344461902,116778111980,131335915473,136304139411,132151405583,134327104601,142457681256,157743126867,164993858632,145772799590,160957062622,188441864875,183012268442,188551196399,214572800000,250338933333,315580048571,356630440587,384891141942,476304800000,376693333333,450792000000,576824000000
Senegal,SEN,792824703,836493104,857426089,886387334,939145912,955834760,984942842,984605218,1034293671,983621121,1024832778,1058120594,1280328106,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152887,4913065118,5716644525,5617235857,6004885304,5678828410,3877196945,4878718880,5065830114,4672504142,5030344291,5144045093,4679604922,4877602012,5333862344,6857946284,8029978032,8699015967,9369573437,11319748340,13386346544,12769040890,12855297513,14291456855
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21380951576,16204161184,17632705913,6082791506,11390468619,15102567925,19550781969,23649854234,25234408773,29221081587,38952093544,47760580366,40147697712,38423272673,45819561019
Seychelles,SYC,12012025,11592024,12642027,13923029,15393032,15603033,16443035,16632033,16074027,16452028,18432031,21965952,30645121,36896278,43134499,47803146,49278980,64526399,85552370,127261099,147357223,154902869,147912070,146712851,151313242,168901556,207842529,249267486,283826707,304832867,368584759,374340060,433660138,469262638,482687575,508234504,499418174,562954170,608358685,622975776,614877971,618433501,698083345,703096503,839319935,919103262,1016419769,1033635773,967211975,847424852,973355738,1059593501
Sierra Leone,SLE,322009478,327834752,342721626,348546926,371848128,359379856,375479850,348795303,329860135,408690163,434410366,419549387,465381104,575230251,648590626,679335916,594895649,691777759,960728331,1109374711,1100685875,1114830500,1295361912,995104288,1087471849,856890497,490181457,701307602,1055083946,932974412,649644827,779981538,679997998,768812335,911915971,870758739,941742153,850218034,672375927,669384769,635874002,1079478388,1239004288,1371442566,1431208677,1627853086,1862637320,2127144419,2469307718,2401197067,2533709963,2973035097
Singapore,SGP,649592148,745379362,751691053,847568542,855382996,974186784,1095902965,1237415176,1425020122,1659044471,1919496192,2262529370,2719900396,3693760000,5216837422,5631116739,6321005404,6608805164,7502213789,9277974865,11861065765,14132149056,16016926501,17708667154,19631102110,19043841075,18539281155,20844839068,25302099573,30434923041,36092962043,43066242460,49043269370,59983977573,69230583563,80788992427,94688546180,104561712489,95823611618,85963561402,95922652586,91148432628,90582818234,93362870573,109336483914,123506892268,139125048812,168434001846,166792256695,175934878516,213154518683,239699598462
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,6106406926,6130945239,5750481090,5827019554,7874148638,9480149423,10073854642,9769581998,11716492830,13119169442,14271366596,16145671514,19705254560,25253597386,27284429658,27039033647,29278281687,29947934157,28724041828,30318731991,34638306042,45837416479,56073225726,61328471583,69002095095,84108560088,97908891167,87239747152,87077443709,95994147901
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17381802758,12673485227,12522536279,12673039187,14385505626,20940864809,21149908176,20420238057,21747365515,22309684226,19979467790,20498926981,23136352386,29152072068,33837749815,35717733757,38945146500,47306799054,54606018255,49056152691,46908328071,49539271105
Solomon Islands,SLB,,,,,,,,25203524,28084253,28606411,,50056883,40606712,55272109,84539332,74617096,83099108,93147039,111022090,151270208,168715353,187313261,188446092,180219398,252806783,232306861,210737870,238606300,310684274,332286761,302515027,320355091,378778047,410923236,464756639,519334097,565163751,567919503,471177008,482214092,435101217,400464593,341663054,332736307,375109695,413909879,456735445,586218381,645796657,601299090,678625482,838022105
Somalia,SOM,180460950,191660991,203533071,216147150,229531202,243725900,257375899,271781889,286719888,300230021,316147885,331104597,416940947,507028439,467577427,710850218,807275799,498550866,564986078,590419864,603592654,699112247,774419566,733901342,788307227,876404615,930318732,1009792743,1038291312,1092393020,917044254,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,7363240475,7742786640,8269859505,9175047803,10071641671,11002595335,11995195207,13382594742,14475993857,16315592943,17907392934,19764631618,20753098452,28445480883,35728950449,36947551444,35475199969,39400150186,45328400549,55936738634,80543504131,86830012489,80086547268,86013096939,85171208729,67066232219,79501624656,104022118647,114631068119,124908313647,112013934434,120225332340,130513031862,130405965477,135777918774,151113087805,143731991360,148814165963,134295554243,133183581577,132877640158,118478986834,111100858127,168219325183,219092936699,247051562313,261007039378,286171830700,273870092687,283012416483,363523195186,408236752340
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15264540935,11853089663,14971162591,19171966648
Spain,ESP,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,39801889578,45264830484,57414244329,76354550595,94447579057,111442044921,115063799205,128600785319,155933248346,208366409666,226003471829,196915036531,190301806354,165983970531,167102230764,175540268385,244018605239,309486288839,365230566611,402705736187,520968164832,560395839590,612583910505,509818861675,515146428405,596750733920,622428740313,572637500000,600838623455,617879821010,580345494748,608856375839,686295878035,883839729120,1044612070304,1130798885738,1236352163544,1441426534070,1593420002197,1455956368264,1380109210526,1476881944444
Sri Lanka,LKA,1419629929,1454342131,1458609620,1241387714,1321840726,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224410,17102623876,18881765437,20662525941,24405791045,28267410543,32351184234,40715249700,42067965895,49567521670,59172135299
St. Kitts and Nevis,KNA,12366636,12483302,12541635,12833301,13416633,13593932,14469078,16742339,14600000,15850000,16300000,19624746,22944849,24196018,31514857,33364054,30095602,29888888,34259259,39888888,47999999,56555555,59925925,59666666,70037036,77999999,94148146,108185183,126666664,143259257,159200365,164574445,181815558,198341105,221740749,230740737,245555551,275089909,287324366,305008729,416566954,455905602,478067954,461576906,497548517,536410666,629511778,689461859,740102894,688663854,673201856,697278708
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,103444443,133414812,152244442,143588880,154503701,197088885,189166669,225777774,242385181,273977785,311511106,397192574,431470357,477996270,492029621,517566663,560811083,566370360,604411089,657529594,692507395,764457723,708290496,723027643,781338353,858255380,908558307,1018069267,1132407670,1174876792,1173930131,1208853571,1259078382
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,13066634,13999965,14524963,13708299,14758296,15108295,16099960,15835088,15350000,16650000,18450000,20051648,27585488,30165373,32924216,33237149,32792488,36537036,46599999,54511110,60307406,74799999,85448147,94044443,103499992,112881479,127974066,142329621,164574077,177296293,198207404,212492583,233188879,238774064,243255557,266481489,281518502,293070365,317851823,331866661,397447007,431017935,462641610,482397041,522544702,551431645,611040126,684691915,699004421,672342406,674762009,687993793
Sudan,SDN,1126281325,1222952778,1328359693,1351362816,1388342551,1446869619,1484348080,1607265944,1677627805,1847501441,2100229759,2288196445,2483055722,3077254460,3958931660,4823090192,6013210816,7498862046,8128719315,8418291282,7617171645,9538009463,9254390431,8465262541,10044297796,12459352088,15966649371,20631192467,15510324099,15295634989,12408648108,11379222224,7031933410,8881009956,12793798349,13830369880,9018303153,11681179553,11250220583,10682027627,12257299163,13182872555,14803423335,17646271397,21457886199,26524992226,35159250985,45456460335,53621081452,52645594564,64791706916,64053368930
Suriname,SUR,93850000,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,270649969,287600000,305300000,368600000,465000000,505500000,641000000,735500063,783000000,794899938,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,428794118,605492537,693970606,860630903,929607520,945000000,885444167,892164364,763465571,1078402128,1271196078,1484092538,1793557833,2626093294,2936612022,3532969035,3875409836,4366914555,4304467564
Swaziland,SWZ,35076894,43025973,45928020,54129461,64980588,70279972,76859969,74759970,79799968,105419958,112139955,136462081,146740390,221915096,264320940,288299884,272550000,304060000,340630000,412094078,542007494,571514416,537568113,555336175,494483263,361012305,449140398,584125981,692026593,696921396,1114694098,1156135727,1284759839,1357189714,1419294122,1698989471,1602741762,1716714205,1576908809,1547888454,1524490159,1349326983,1224220675,1854020496,2420610579,2584077931,2947922183,3053823329,3019770680,3161320520,3891604455,4090174846
Sweden,SWE,14842870293,16147160123,17511477311,18954132366,21137242561,23260320646,25302033132,27463409202,29143383491,31649203886,35404198562,38633020543,45499328070,55212602752,61354687570,77036029093,83055625703,87801901107,97071815868,114678687224,132064497825,120532646048,106272880655,97693260816,101555405111,106320040912,140715509012,171515361807,193777418723,204338984628,244414239373,257764861513,267030117793,202037798391,217546397097,253679923738,276456158664,253177906718,254723204065,258813540860,247260155858,227359498891,250960758337,314713404153,362089648913,370579639747,399075661573,462512853670,486158607820,405782994635,462903051318,539681664099
Switzerland,CHE,9522746719,10712712465,11879982759,13063643796,14480556572,15346741670,16480058705,17740013179,18942729779,20524886616,,,,,,,,,,,112531847652,103062479966,105632100679,105256552787,100501184695,101901431958,146075372831,182937591991,197908057169,191081490230,244022455456,246903857953,257022107044,249966798831,276720695310,323971635946,312031429538,272270373866,278904197267,273548236723,256042925982,262647169330,286658255889,334574926429,374224186244,384753967479,405183914853,450528109859,524289203562,509467163037,552224618427,659307920845
Syrian Arab Republic,SYR,857704421,945244981,1110565862,1200447418,1339494289,1472036544,1342287560,1580229793,1753746377,2245011583,2140383710,2589851698,3059682165,3239488092,5159557171,6826980768,7633528922,7696011371,9275203109,9929682189,13062421028,15518199245,16298905403,17589184546,17503082977,16403544517,13293209274,11356215714,10577042354,9853396225,12308624284,12981833333,13253565901,13695962017,10122020000,11396706587,13789560878,14505233970,15200846139,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,52581913978,53934534351,59147033452,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066,2535545389,1909246641,1646693875,1346074461,1231523105,1043893063,921843116,1320126665,1086567368,860550294,1080774006,1221113795,1554125543,2076148710,2312319579,2830236054,3719497371,5161336170,4978154344,5641741963,6522200291
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405344,4420167588,4258742899,4956587902,4601413521,4257702021,4510847189,5255221044,6496195824,7683852497,9345174102,9697847589,10185786171,10383560998,10805600069,11659129815,12825801916,14141916592,14331231239,16825547177,20715086119,21368165400,22915004297,23874165048
Thailand,THA,2760750920,3034037870,3308912930,3540403471,3889130444,4388937645,5279230813,5638461435,6081009422,6695336560,7086538430,7375000025,8177872959,10838593716,13702998650,14882770240,16985208712,19779312337,24006567107,27371650355,32353514503,34846038519,36589772335,40042798314,41797647302,38900711298,43096774496,50535445681,61667254411,72250747142,85343189320,98234713407,111452745857,125010690989,144308067332,168018557308,181947631900,150891449495,111859654864,122629741698,122725247706,115536405150,126876918690,142640079033,161339790595,176351948404,207088828467,246976870173,272577799257,263711244889,318907930076,345672232116
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316200000,277300000,284100000,297800000,309300000,454200000,445300000,525100000,665000000,788100000,875100000,1054000000
Togo,TGO,121128072,126396469,132237468,143255814,166104078,187300310,216136232,231706440,241956917,267732473,253976592,286537570,335677600,406479937,560437818,617321668,619375149,777435063,824263987,891775721,1136409054,962347169,821652037,765746518,718149016,762359786,1060911724,1249099286,1378847400,1352949665,1628427588,1602299813,1692959106,1233496936,982624332,1309382817,1465448204,1498950970,1587346019,1576094485,1294250280,1332328986,1474630199,1673690390,1937074538,2115154090,2202809211,2523462649,3163416556,3163000591,3192611127,3620169607
Tonga,TON,,,,,,,,,,,,,,,,32506768,30036429,34139377,41567472,44667002,53260077,62242013,62068161,60863964,64248355,60058663,68195856,81667133,106657267,106344855,113563822,132201141,137066291,138489884,193775943,202547014,219583570,212155125,188686997,194669502,188623258,167042880,181801947,208098552,240794581,264812954,295998379,301064027,346869183,318486403,368782760,433879295
Trinidad and Tobago,TTO,535673224,584964599,619322827,678239309,711897539,736573167,723739866,761981451,758899968,779200000,821849984,896763389,1083392324,1308786082,2042002020,2442667523,2500420784,3138666542,3562333298,4602416457,6235874739,6849166235,7989791256,7799749663,7756166518,7375999752,4794361300,4797750172,4496806454,4323035497,5068070430,5362823409,5532117353,4584646145,4947205982,5329214155,5759537848,5737751324,6043710211,6808976089,8154315708,8824873156,9008273516,11235960523,12884712296,16088526686,18460921206,21735387008,28017710148,19740432084,20945274102,22483115868
